,review
1242,"True to its name, this lovely perch overlooking the Santa Monica pier has earned its reputation for great American seafood, thanks to its focus on Maine lobsters and much more. Don’t let its beachy location lure you into thinking that this is a tourist trap. Tightly spaced tables don’t leave much room for privacy and the service seems focused on efficiency, but those expansive views and steaming seafood more than compensate.Lobsters arrive at the height of temptation—find them beautifully steamed until the meat is so incredibly tender, rendering that side of melted butter all but superfluous. Hearty seared crab cakes have a crisp exterior and are generously filled with meat, served alongside peppery arugula, fennel salad and remoulade.
"
1243,"Nestled into a breezy locale just a few blocks from the Pacific, this modern trattoria packs a big culinary punch, thanks largely to the considerable talents of Chef Stefano De Lorenzo (of Piccolo), and partner Lazzaro Marco Ferrari (of Fatto a Mano). On the highly focused Italian menu, expect to find a fragrant soup of the day; a few heartwarming antipasti; as well as a fair amount of beautifully executed pastas, made by hand at a station located front and center in the space. Favorites may include tender calamarata, tossed in a smooth and bright tomato sauce, dotted with oregano, creamy stracciatella and a drizzle of quality olive oil.Run, don’t walk, to this charming spot. Clocking in between $11 and $14, its impeccable signatures are a steal. 
"
1244,"Whether you’re on date night or doodling with the kids, Cassia fits the bill. This neighborhood spot nails that effortless easygoing restaurant vibe, albeit with a ramped-up style that marries winsome brasserie with chic urban loft.Southeast Asian flavors mingle on the menu, which delivers enough variety to keep you coming back. From clay oven-baked breads and house-made charcuterie to an extensive raw bar, the kitchen presents bold offerings. Popular Vietnamese-inspired plates feature pork with vermicelli noodles alongside colonial mash-ups like chopped escargots with lemongrass butter. Roasted black cod, bathed in an anchovy broth and served in a clay pot, may not be much to look at but it's a knockout when it comes to rich, savory flavor.  
"
1245,"A destination since 1983, this local darling has been welcoming guests as old friends to dine on their cuisine, which is a tad Asian, a touch Californian and a bit French. Little seems to have changed through the decades—it is busy, loud and served by an attentive staff. The location, amid boho-chic shops, remains a boon.This kitchen shines by way of a number of signature items, like made-to-order garlic chicken spring rolls or Cantonese duck with plum sauce. The sizzling calamari salad is deliciously seasoned with hot chili paste and presented in a wonton cup over crisp vegetables. Many dishes are served family style, so don’t hesitate to order half-portions when available. At the end, splurge on pleasing desserts like a warm chocolate fondant cake.
"
1246,"Chef Dave Beran presents this captivating French bistro, where standards like onion soup and beef tartare are elevated to their highest reaches. His menu teems with a parade of tempting dishes, thereby creating a particular challenge—keep things light with an endive salad and a delicate amalgam of crab, cream and pickled cauliflower. Otherwise, go full steam with a decadent pâté en croute.Those with deep pockets should apply in advance for the pressed duck for two, already infamous for its cost and limited availability. But the hefty price tag does indeed buy some world-class culinary theatrics, as a chef arrives tableside to work the antique metal press, then reduces the precious juices into a luscious sauce that is spooned over the breast. Should there be room to spare, an exquisite chocolate soufflé paired with vanilla ice cream makes for a dreamy finale.Looking for the ultimate Parisian experience? An elegant marble bar makes for a pretty perch to sip Champagne and spoon osetra caviar onto brown-butter potato chips. And if that's not enough to make one feel special, remember that Pasjoli's prices are also inclusive of the tip. 
"
1247,"Welcome to this modern gem, dressed in earthy hues, vibrant tiles, and leather booths. Unique wall sconces exude an amber glow, while concrete floors epitomize the rustic-chic spirit. Over in the kitchen, the team may be found preparing a litany of Spanish and coastal French plates, finished with California flair. Diners should start though with a creative G&amp;T before digging into the tapas tailed by larger plates—many of which are reimagined classics.Consider the likes of pan con tomate imbued with garlic salt; tortilla Española with paper-thin potatoes and sherry vinegar aïoli; or  moruna puerco, marinated pork skewer draped atop fava bean purée and mojo verde with French feta. Daily specials and dessert (churros, maybe?) are a particular highlight.
"
1248,"Chef Josiah Citrin's iconic dining room is back up and running—even thriving—as it continues to bring old-world charm to this on-trend neighborhood. His expertise lies in delivering a certain fine-dining experience that never goes out of style. It's a lovely change of pace for anyone looking to slow down and be pampered by the highly capable staff.The room is hidden within Citrin and kept out of site by a door. Once inside, the space reveals itself as a luxurious box with pale beige brick, dark wood, and bright artwork. A gentle hum fills the room, ensuring that the ambience is more celebratory than stuffy. Comfort is at the heart of the setting.The open kitchen, with a duck press front and center, oozes with warmth and turns out a contemporary tasting rooted in French tradition. Begin with fried uni cromesquis with kombu honey and black truffle or king crab with yogurt served en chaudfroid. A sense of whimsy and decadence abound in the likes of a French onion dip-inspired custard with crème fraîche and caviar; as well as steamed black bass atop delicate cubes of eggplant with green tomato in a beurre noisette. A pitch-perfect peach tart rounds things off on a brilliantly high note.
"
1249,"Although located in the same building as its sister restaurant Mélisse (via a separate garden entrance), in lieu of its sibling’s tasting menu-only format, the offerings here afford more choice, with a more modest prix-fixe alongside à la carte options. The cuisine still displays Chef Josiah Citrin's signature combination of French technique with an abundance of California's seasonal produce, focusing on updated takes on classically continental flavors with modern, global touches.Lovers of luxury will revel in the caviar selection and opulent truffle add-ons. But even without a shaving of the prized tuber, a dish of mushroom agnolotti with comté and smoked potato cream is an indulgence, as is the chef’s signature fresh capellini with lobster Bolognese.
"
1250,"Chef/partner Jeremy Fox and Executive Chef Andy Doubrava’s seasonal kitchen and wine bar already has the feeling of a timeless institution. The dining room and lounge are toasty and relaxed, largely thanks to a neighborhood vibe and boisterous local clients. A large picture window overlooking the street is a nice contrast against the dark wood tables and cushioned banquettes.The market-inspired menu is proudly crammed with names of local farmers, reminding guests of the humble philosophy at the base of each sophisticated composition. The kitchen's range in talent is clear from the first bite of roasted asparagus set afloat in a cashew cream and topped with grilled, nearly pickled cherries. Such deeply savory and welcomingly ambitious flavors may carry over to a creative combo of earthy beets, grains, and berries all held together with just the right splash of acid. Close on the heels is a massive smoked pork chop finished with delicate trout rote- and raisin-studded beurre blanc.Desserts are quite simply to die for. The sourdough biscuit tantalizes with clouds of whipped cream, macerated strawberries, and basil powder. It's a case of approachable ingredients infused with a bit of creativity and a whole lot of care.
"
1251,"Plant-based chef and lifestyle guru Matthew Kenney successfully brings the vision of pure food and fine wine to the West Coast by way of Plantlab—a lifestyle brand replete with cookbooks, wellness retreats and a plant-based cooking school. Unsurprisingly, his Venice restaurant offers a taste of all that deliciously wholesome and gorgeous vegan goodness with vibrant, complex and beautifully plated dishes.This serene and contemplative space is the perfect backdrop for his bright and flavorful cuisine—and with such prime access to the Santa Monica farmer’s market, the quality of ingredients is all but guaranteed. Heirloom tomato- and zucchini-lasagna finds next-level palatability thanks to a wonderful macadamia nut “ricotta” and sundried tomato sauce.
"
1252,"This Venice Beach trattoria is run by Chef Evan Funke, who studied pasta-making at the celebrated La Vecchia Scuola Bolognese. There may be other delicious and well-prepared menu items, but diners come here for the pastas, listed regionally and made in-house behind a glass-walled laboratorio. The proof lies in the rigatoni all’Amatriciana, a “del Centro” specialty of large, finely ridged tubes in a tomato sauce enriched by delicious guanciale and finished with Pecorino Romano. Wonderful pizzas hail from the wood-burning oven and their dessert crostata is made with equal care and talent.The space is chic and homey with multiple dining sections that add to the overall sense of intimacy. Crowds can arrive early, making this something of a hot spot.
"
1253,"Chef/owner Josiah Citrin works his magic at this casually upscale grill, where nearly everything is cooked over the fire. Wafts of aromatic charred meat greet guests before they’ve even made it through the door. The menu may be inspired by a backyard barbecue, but the décor is a contemporary mix of concrete walls, beige booths and modern artwork.Steaks come with ramekins of sauce like creamy and smoky choron, in addition to the trio of signature condiments on the table. However, this meat is too flavorful to really need anything. Diners may be here for the steaks, but those in the know also order the cabbage baked in embers, served with lemon-sumac yogurt.The bar area is bustling and loud, thanks to the list of happy hour specials.
"
1254,"In its ten-year run, this buzzy restaurant has spawned a to-go counter, highly popular bakery and cookbook. The ambience is ceaselessly upbeat, resulting in a scene that is a major draw among pretty young things.Brick floors and creeping vines fashion a picturesque, garden-like setting that is an idyllic match for their simply prepared Mediterranean menu of pizzas, vegetables and shared plates. Highlights include roasted artichoke hearts, imparted with a lovely smokiness, cooked until the edges are gently charred and centers deliciously creamy. House-made pastas—like nettle rigate tossed in a white wine sauce with morels, chicken hearts and ramps—tailed by a delicious date cake topped with a scoop of ginger gelato are exceptionally tasty.
"
1255,"Big and buzzing with excitement over Chef/co-owner David LeFevre’s creations, this is a fun and casual place that has something for everyone, just a stone’s throw from Manhattan Beach Pier. The food is a proud foray into just about every global cuisine—from pork chili chimichangas and bibimbap to Scotch eggs—but always with clear Californian flair. Their bacon-cheddar buttermilk biscuits are so good that they don’t even need the maple butter that accompanies them.Everything revolves around gathering, conversing and sharing; portions are small so plan your ordering as a group to explore a majority of the menu. Weekends can veer towards loud and crowded with plenty of young families in tow, so this isn’t a place for anyone with a yen for calm.
"
1256,"This tight and warm seafood spot is located just down the block from the ocean. Inside, it's decidedly beachy, flooded with sunlight and colors that make it feel cozy even when it's loud and busy.Raw bar dishes comprise half the menu, which lists different types of oysters, clams and lobsters that can be ordered as set platters or individually. The rest of the carte offers a selection of “old school” classics like gumbo, crab cakes and New England clam chowder revealing huge, meaty unshelled bivalves with chunks of bacon and potatoes. Adventurous palates will take pleasure in the “new school” fare—perhaps grilled octopus with saffron and chorizo, mahi mahi tacos or rockfish ceviche with persimmon. Desserts are well-portioned and genuinely desirable.
"
1257,"Dimly lit and swanky with mid-century modern furnishings, this Manhattan Beach steakhouse is a glorious throwback. In fact, Mad Men could shoot a reunion here without changing a single Scotch glass. The pricey menu is at odds with its beachy surrounds, making this retreat ideal for corporate diners and dressed-up duos.The carte is built around a variety of different cuts and grades of meats—angus, Wagyu and prime—all cooked over a wood-fired grill. Steaks arrive with a choice of one sauce, but be prepared to pay for individual sides, toppings and Parker House rolls. Have a beef with beef? There's a section for that, with vegan and seafood options. Desserts are a treat so indulge in fun takes on classic American layer cakes, sundaes and cherries jubilee.
"
1258,"How much buzz can a smattering of seats, a sushi counter, and a two-person operation generate? A lot, apparently, when you turn a simple space over to the deeply talented Chef Yasuhiro Hirano. Together with his wife—who runs the front of house—this tiny, unadorned spot is responsible for turning out some of the most exciting sushi in town.The chef's particular magic lies in weaving together a few key components, including the exotic fish that he ages before blending with a host of ingredients. He’s able to master dishes that other, more established pros haven't—and to such precise, creative and polished effect.With such an intimate setting, diners are bound to be schooled in the process. Chef Hirano is clearly excited to share his methods and craft, and welcomes questions while he works. Then again, one may opt for silence to savor such delicacies as tender mantis shrimp glossed in eel sauce, or plump Kusshi oyster with ponzu gelée. Slow-braised monkfish liver may then be presented with a perfect sprinkling of black pepper, while sea bream is enriched by a dot of pickled plum sauce and shiso.
"
1259,"Everything is fresh and fun at this favored spot, thanks to a passionate staff who serve Cal-Ital cuisine. A laid-back vibe and superb drinks that mix everything from herbs and fruits to veggies and shrubs ensure that everyone is having a blast. The heart of the dining room is a large communal table, set amid old timey barstools and Edison bulbs to glorify the city’s hip feel.The entire menu is built around pizzas, roasted meats and vegetables emerging from a wood-fired oven. Some may dive into the duck egg pizza (a menu staple since day one), but if you’re feeling more adventurous go for the anchovy pie with fried capers. Regulars know to save room to sample seasonal antipasti and homemade pasta, like pappardelle with a slow-cooked short rib Bolognese.
"
1260,"This lovely little bistro is tucked into an unassuming mall a few blocks from the beach, giving it that ideal neighborhood feel and easy seaside vibe. Natural wood and serene colors run the length of the space, which features a large communal farmhouse table in the middle of the room.The friendly Baran brothers can usually be found on site, doing their best to make sure every patron feels welcome. The kitchen turns out a seasonal menu that's constantly evolving but may include a filet of beef with a sumptuous black garlic-Sichuan sauce, chili broccoli and pickled shiitakes. Desserts like mini buttery bundt cakes are paired with ginger-blueberry sorbet and apricot coulis for a refreshing treat. Sip as you go with a choice from over 40 craft beers.
"
1261,"A Santa Monica landmark dating back to the ‘20s, the onetime Wilshire has been reimagined with an Italian streak. It’s hard to imagine a more exquisitely Angeleno locale than this sprawling courtyard, encased by massive pine trees and illuminated by twinkling string lights. Though sweet and homey, the dining room is the also-ran, likely to sit deserted on all but the frostiest of evenings.Though Fia's menu appears routine on the surface, it's full of inventive twists, as seen in the sweet and spicy bomboloni used to scoop up a chilled Jonah crab salad, or the intense 24-year-old Parmesan that lends depth to a cacio e pepe-inspired risotto. Save room for the ethereal goat cheesecake—those notes of mango and black sesame will have you floating out.
"
1262,"The name is as cute as a button, but the wood-fired pizzas turned out of this kitchen are serious business. Brought to you by the Rustic Canyon family, this cheery establishment shines the spotlight on a host of perfectly blistered pies, homemade pastas, and an outstanding, easily overlooked pound cake that may just end pp being the highlight of your meal—also wood-fired and finished with honey and whipped cream.A seat at the counter offers diners a bird’s eye view of the chefs as they methodically roll out paper-thin pizza crusts, lacing them with tomato sauce, creamy mozzarella and a flutter of sea salt. Tender gnocchi made with brown butter and dyed orange from garnet yam may then arrive tossed with charred radicchio, hazelnuts, and cranberries. 
"
1263,"Named for Chef Jeremy Fox's young daughter, this homespun delight serves up square meals with satisfying swerves. A “Sloppy Jeremy” pairs old-school beef ragù and Texas toast with new-school horseradish goat cheese. In the same vein, juicy grilled chicken takes a tropical turn with a mango-pineapple chimichurri. Even jiggly Jell-O pie makes a comeback, infused here with strawberry, hibiscus, and garnished with candied rose petals.While the restaurant's paper menus and blue-plate specials are diner-inspired, its interior skews modern-trendy, thanks to light wood tables, whitewashed walls and schoolhouse-like chairs. A thoughtful kids’ menu keeps tots happy, allowing the grown-ups to luxuriate in hand-picked wines that go with each special. 
"
1264,"This is a place for purists, where guests are warned with a pleasant smile that California rolls and other such frivolity will not be served here. Dining in the presence of Chef Eddie Okamoto means that only good things will follow, including an in-depth discussion of Hokkaido’s ice plankton or the fish you just ate that lived deep underwater and was so rich in omega-3 (read: fat) because it could hardly move.Sushi may go on to include slices of Japanese yellowtail toro—briny, smooth and shining. The chef’s special selection though features the likes of golden eye snapper resting on shiso over rice, dabbed with yuzu kosho; or live shrimp swiftly cut, topped with roe and served with the tempura-fried head. The omakase is pricey but always worth it.
"
1265,"Beneath a striped awning, this corner location is warm and elegant, with sleek leather banquettes, wood cabinetry and rustic woven chairs adorning the dark blue interior.Chef Raphael Lunetta helms the kitchen, delivering dishes that have their roots from his time at JiRaffe. Imagine the likes of thick slices of an enticingly browned pork chop with wild rice and bacon. The dinner menu is an au courant list of impressive cooking, including crispy duck with quince or wood-grilled barbecue salmon. For dessert, try the rich, dense and burnt-sugar butterscotch pot de crème served in a coffee cup with a dollop of whipped cream.In addition to Lunetta’s contemporary food, their all-day café next door is a pleasant spot for coffee and pastries.
"
1266,"Its environs may be modest, but the décor inside this rustic gem is colorful, featuring floor-to-ceiling murals, brick arches and high-backed wooden seats. All of this combined sets an authentic backdrop for delving into their menu of carefully crafted Oaxacan cuisine.Showcasing an array of delicacies from tamales to tlayudas, regulars may start with molote, masa dumplings filled with potatoes, chorizo and fried until golden. The house-made mole is a revelation of 32 ingredients, from almonds and chiles to chocolate, which combine to create a deep, rich and complex sauce perfect for smothering on chicken and soaking in fresh tortillas. Portions are ample, but try to save room for the subtle and seasonal pumpkin flan that arrives dripping with caramel.
"
1267,"Every pizza at this area darling begins with a nod to Neapolitan tradition: start with the perfect dough and bake it into a crust that remains crisp and light right through the middle. This careful process and that almighty oven shipped from Italy can be observed with longing through the glass-walled kitchen. The dining room also conjures the homeland through Mediterranean-blue murals and furnishings.To top that crust, many pizzas go on to include premium ingredients like San Marzano tomatoes and fior di latte, which arrives several times a week from Italy. Alternatively, deck your pie with a more creative and locally minded blend of embellishments. A choice of appetizers, gourmet salads and luscious desserts round out the menu.
"
1268,"Do not let its exterior fool you since Baltaire is a real beauty. It is equal parts sultry and spacious with a stunning bar to boot. It has all of the bells and whistles synonymous with steakhouses (think dark wood and leather) yet it eschews that tired old boys club ambience, offering an entirely welcoming vibe instead. The extensive menu has a number of pleasing appetizers, including  grilled artichokes, expertly charred and served alongside a Meyer lemon aïoli, and fromage blanc-based Kalamata olive dip with toasted baguette. Of course, few things beat a broiled three-inch thick bone-in Porterhouse with its rich and beefy buttery flavor, served with oversized platters of sautéed button mushrooms with sweet onions and crispy roasted German potatoes.
"
1269,"Perfectionists will thrill to a meal at this Westside sushiya, where everything from the homemade tofu to the kitchen's selection of seasonal fish is nothing short of exquisite. Everything inside the dining room is finely calibrated to highlight the wizardry behind the ubiquitous bar—soft lighting, white walls, wood accents and handcrafted ceramics. Even the wine and sake list is restrained, with each varietal specifically chosen to complement the fish.Despite such delicacy, Mori is far from stuffy. This ship is steady with Chef Masanori ""Maru"" Nagano at the helm, explaining the provenance of each bite of the nigiri and omakase. A majority of the selection is flown in directly from Japan—with a few worthy exceptions, including the luscious Santa Barbara uni. The tasting might start with a dollop of creamy tofu brushed with soy sauce and a dab of wasabi, before progressing into wonderful bites of seared madai and lightly torched baby barracuda. Nigiri are ever-changing but may showcase sweet shrimp; rich and tart kohada; or outstanding buri.A cooling scoop of buckwheat ice cream serves as the final memento, but really, it’s the savory eats that will linger on for weeks to come.
"
1270,"This sister spot to ramen palace Tsujita specializes in tan tan ramen, a Japanese favorite that’s equal parts tantanmen (dipping ramen) and spicy Sichuan dan dan noodles. The original bowl is light and gently herbaceous, with bold notes of peanut and garlic accenting the ground pork and tofu, while the “downtown” version is tangier and nuttier. If you’d rather slurp sans soup, either bowl can be ordered “dry” as well.The “killer” in the restaurant's moniker comes from the range of spice levels offered to diners—opt for the six out of six, and you’ll be supremely grateful for the pitcher of water provided to each table. All those heaping portions of chili oil are matched by the casual, cheerful dining room, which is dressed in shades of screaming red. 
"
1271,"One bite of a glistening piece of sashimi at this Westside gem and it will come as no surprise that Chef/owner Ken Namba was raised in the environs of Japan's famous Tsukiji fish market. Namba isn’t content with the classics, and sashimi here will include varieties the likes of which many have never sampled before.Whether you order sushi and sashimi à la carte or select one of three omakase menus, don’t expect tradition, as Kiriko likes to play with your food with flavor enhancements and distinctive presentations. While some hit the mark—the Dungeness crab salad deconstructed in a martini glass elicits audible approval from diners—others swing and miss with a heavy-handed approach. Still, this chef has been at it since 1999 so he’s no flash in the pan.
"
1272,"If you want serious nigiri and utterly unique maki that won’t break the bank, make a beeline for this elegant retreat. The servers move as quickly as the chef’s knives, whisking to and fro in the modern, lofty space. In the back corner, find an L-shaped sushi bar that offers a front row seat to the itamae working their magic.Kyoto-born Executive Chef Yoya Takahashi prioritizes local, seasonal and sustainable ingredients, weaving them into pristine, delicious and whimsical little dishes. Maki are most popular here and arrive clean and concise, sporting a great variety of textures and impressive handiwork. Case in point: the Asylum Roll showcasing soy paper, chopped toro, avocado, and lobster. Nigiri highlights include bonito brushed with soy and ginger.
"
1273,"An airy and chic space imbued with wood, tile, and natural hues. You've seen it before? Perhaps, but this Runway Playa Vista haunt is a modern steakhouse that bestows equal love to vegetables galore. Inside, nab a seat in the bar area set below a dramatic ceiling or at one of the booths and banquettes on the right.A window in the back offers a view of the kitchen, and ergo, all the action. Plates turned out of here are ample and possess a certain decadence—think asparagus with brown butter and crab. Even all the expected elements are given a creative twist, as in the pastrami ""steak"" with rye bread and caraway sauerkraut. Sides, like coal-roasted carrots with preserved lemon butter or saffron rice ""cake"" with pickled grapes, are all depth and balance.
"
1274,"Unless you're heading to LAX, this culinary retreat may seem out of the way, but in reality, family-friendly Ayara lures diners from far and wide. The space inside is simple, yet no one seems to mind—expect crowds during peak times. This kitchen is best known for its Thai recipes that have been passed down and transformed with local ingredients. The menu is packed with everything from tried-and-true pleasures to more inventive items, like the spicy beef salad featuring grilled tri-tip over cabbage slaw dressed with lime and fish sauce. Rich curries, especially the khao soi with coconut, free-range chicken, noodles and eye-watering heat, are also a great bet.Come for lunch, offered until 4:00 P.M.,and enjoy a starter, entrée and drink for a pretty price.
"
1275,"Set in a nondescript shopping center, this highly pedigreed settler has managed to keep a low profile. But discerning locals know a great master when they see one, and Taketoshi Azumi is indeed the real deal. The chef has worked for two decades at top spots on both coasts and comes from a family of sushi connoisseurs. In fact, Shin is named for the Tokyo restaurant run by his late father, whose former sign now hangs behind the counter.Despite its pedigree, the vibe is affable and laid-back. Tables fill with as many diners ordering lunch combos as the omakase, and the friendly chef engages each customer as he slices their fish to order. His approach to shari is singular and highly personal, with a dense texture and mild flavor from sake lees vinegar. It makes a delicate base for some of the more unusual nigiri around, like a tiny bundle of Japanese chives tied with crispy nori and topped with bonito. Then look forward to the very rare and lightly torched cherry trout, or sakura masu, which is a marvel thanks to its smoky outer layer giving way to melting richness.Finally, all the luxurious standards are perfectly executed here, including Hokkaido uni, scallops, and top-grade fatty tuna.
"
1276,"Since 1982, Shaherzad has been the established choice among this neighborhood’s myriad Persian dining options. Inside, the room is a pretty combination of cream walls, blue furnishings and metallic accents. Larger tables attract groups of well-dressed ladies during lunch.Everyone is welcomed with a basket of hot flatbread, served right from the oven on display through a glass wall. The menu goes on to list just about anything that a fan of Iranian cooking could wish for, including platters of crunchy salads, sizzling skewers of meat and an array of succulent stews. Kebabs are served with rice, but for a small charge you can upgrade to pilafs with wonderful combinations of sweet and savory flavors—like sour cherries and sautéed onion.
"
1277,"Make your way into this beige building, marked by a black-and-white sign, to enter an art gallery. From there, proceed into the neatly sectioned off dining room—featuring impossibly high ceilings, muted green velvet banquettes, and a bar in the back.Be sure to study the water menu, before breaking ice over a cocktail. The food is contemporary American with a Californian accent, and dishes—not unlike diners themselves—are eclectic and stylish. Sharing is key to fully appreciate this menu, which offers the likes of toasted quinoa as a base for a petit half avocado filled with scallop ceviche with lime, pickled jalapeño, shaved radish, and lavender flowers. Glazed lobster with vanilla risotto renders such rich and sweet flavors that you won't miss dessert.
"
1278,"Sitting inside this pleasant dining room feels remarkably secluded, with its smoked glass windows (to obscure the noise and traffic outside), heavy brocade drapery and walls lined with polished stone. Towards the rear of the space, a tanor oven churns out hot flatbreads to welcome diners as soon as they arrive.The cuisine offers specialties that focus on salads, grilled meats and slowly simmered stews enriched with dried lime and pomegranate. Start with the soulful classic ash reshteh, thick with beans, broken strands of pasta and finished with a drizzle of kashk (fermented whey). A wedge of the hearty tahchin is a treat, layering saffron-yellow basmati rice with creamy yogurt, chunks of white meat chicken and baked until golden brown.
"
1279,"Chef Nate Tauer along with Chefs/owners Phillip Frankland Lee and Margarita Kallas-Lee are the players behind this hip concept. An industrial space with cement floors and funky lighting, the tasting menu is one for the books. Offered in a separate area, drinks and a snack kick things off. The staff is wonderfully engaging as they bestow upon diners a host of delectable, hyper-local items. Your first course may reveal a mushroom duxelles cannolo, tailed by potato and sunchoke custard. The mastery of this team lies in their ability to take full advantage of Cali's natural bounty, as seen in an exalted take on the caprese, starring marigold tomatoes and fennel flowers.Desserts, like goat milk-white chocolate mousse, promise nothing less than sweet dreams.
"
1280,"Los Angeles-born Chef Niki Nakayama is a proud pioneer in the modern kaiseki tradition, yet she’s humble enough to remain a constant in her dining room, checking in on each guest to ensure their every comfort. In this way, the much-lauded restaurant feels utterly personal, as though for this moment in time, you are the only diner that matters.Set in an attractive and neutral-toned dining room, the space holds a devoted, almost cult-like reverence. It makes sense: guests don’t want to miss a morsel of Chef Nakayama’s genius. Her clever creations are delightfully unbound by Japanese tradition; instead, she rather inventively works within the spirit of it.A nightly tasting menu might begin with a small glass of apple sake, followed by pristine scallop tartare coupled with sanbaizu gelée, carrot purée, toasted sunflower seeds and crispy carrot chips. From there, tiny yet exquisite dishes pour forth, including simply grilled branzino paired with rich Santa Barbara sea urchin, shiitake mushrooms and ponzu; or a tender lobster dumpling with king crab bobbing in dashi. Al dente spaghettini with abalone slices, pickled cod roe and black truffle is a personification of the chef's unique style.
"
1281,"Tucked away near the behemoth Sony Pictures lies this oasis of South Indian food. The simple interior of this local gem is fitted with bright purple chairs, colorful roses and booths lining the wall. But really, you're here for the food, which specializes in flavors from Kerala, a state set on the southwestern tip of the Indian peninsula. The lunch buffet is a popular way to sample various items, including rasam vada—a deep-fried lentil donut served with spicy and tangy rasam.Be sure to save room though for the divine ghee roast dosa, as this tall, triangular and crisp creation served with sambar and chutney is mighty impressive even as it floats out of the kitchen. Simmering with spices, Kerala chicken curry will have you returning in no time.
"
1282,"Sichuan food is on the menu at this unexpected spot, set within the Westfield Mall Century City. Inside, the lofty ceiling features modern fixtures that hang over the room’s gold screens, blue silks, and black lacquer accents. A buzzy bar and open kitchen augment the vibe. A bulk of the guests prefer to sit outdoors, so the patio is mighty popular, with blue seats that match an array of vases set along the back ""fence.""Each dish is prepared with care. Some, like the whole pork hock lodged in red chili oil or eggplant in garlic and chili sauce, may be humble but flaunt balanced flavors. Thick dan dan noodles may then be twirled around spicy minced pork infused with bits of bracing scallion. The fish fillet is a classic rendition and makes a fine finish.
"
1283,"When a restaurant is housed in the venerable Waldorf Astoria, luxury and glamour are assured. High ceilings and imposing columns strive to fill the space, which is at once airy and modern, crisp and luminous. It also seems rather fitting that the romantic patio is covered with passion fruit vines. Well-heeled types come here to see and be seen, and the menu is calibrated to their pizza and pasta preferences.Don’t hesitate to let this kitchen take you beyond those tasty pizzas and try one of their signatures, like the caviar egg. Seared black cod in a spicy, herbal broth demonstrates that delicious blend of Asian influences that the eponymous chef’s kitchen is renowned for. Well-composed desserts include a wonderfully fruity maple-roasted pear.
"
1284,"Find this beloved Italian-Japanese fusion restaurant between boutiques in an open-air mall. The small, well-appointed room is dark with shellacked wood as well as red-and-black motifs. All of this draws the eye towards that white-tiled wall where a line of itamae are hard at work in the open kitchen.The cultural collision is best seen in dishes such as fig sashimi with black truffle, burrata and yuzu, or carpaccio of red snapper with Asian pear, hearts of palm, yuzu and balsamic truffle oil. Forward-looking specials include vinegar-bathed halibut, topped with arugula and artichokes, and tempura is a high point, whether as soft-shell crabs or Kumamoto oysters. Seared marinated tuna handrolls with crispy garlic and cucumber are delightful.
"
1285,"This sophisticated dame deserves a crown for her longevity, adherence to classic recipes, and chalkboards of whimsical specials. A local fixture and operated by the second generation of the founding family, it's a simple, colorful space, flaunting framed accolades on one wall and photos of Hollywood's elite on another.We suggest checking out the weekly farmer’s market dish, also known as “chef’s choice,"" filled with seasonal produce and always flavorful. Travel through the mind of this chef by way of regional and traditional items, like fried chicken wings with chili sauce or green curry with shrimp. Barbecue pork is marinated with soy and garlic, then grilled to juicy tenderness; while papaya salad dressed with lime and palm sugar is a textural pleasure.
,
"
1286,"There are few restaurants in the nation dedicated to tempura, but Endo makes a legitimate case for this impossibly delicate and difficult technique. Its distinguished reputation in Japan has made inroads in LA, presenting the artistic style of cooking that is so much more than just “frying.”For a true introduction, go for the priciest of the three prix-fixes and experience scallops stuffed with caviar. Then indulge in cool appetizers, such as “wild mountain plants” with vinegary okra. The main attraction centers on a handmade copper cauldron heating a blend of sesame and vegetable oil, as well as their distinct wine-based batters (one for coating fish, another for vegetables). What emerges, from summery corn to uni wrapped in shiso, is pure joy.
"
1287,"Few restaurants place such an emphasis on both sukiyaki and shabu-shabu as this classic-meets-contemporary retreat, where premium A5 Wagyu beef reigns supreme. Glass and blonde wood panels lend a cool and airy vibe; while floor tiles, ambient lighting, and custom bamboo blinds make things specially intimate.Inside, tables are outfitted with a conventional grill for cooking. Your meal may begin with such cold bites as arugula and spinach ohitashi with lobster or a shiso-infused vichyssoise. Diners may then go for the traditional, special, or à la carte sukiyaki, complete with an appetizer, unabashedly rich beef tongue, leafy veggies, and three cuts of Yazawa beef. Truffle-kissed zōsui (or ojiya) is a delicious, subtle, and crowning way to seal this feast.
"
1288,"This local treasure has been earning accolades since it first opened in 1987. Today it continues to flourish as a family affair, as the founder’s daughter is running the show.The front dining room is welcoming, but the large and enclosed back patio is really the place to be—pleasantly green and breezy with ceiling fans, hanging plants and potted palms. It's the perfect setting for relishing the kitchen’s Nayarit-style cooking that showcases shrimp and fish imported from Sinaloa. Those shrimp appear again and again, perhaps breaded and fried in tacos, or sautéed head-on in a bright red sauce of roasted chilies and beer. Enjoy their fish fried, cooked whole or even inside heaping bowls of ceviche with bracing, lemony flavors and a basket of chips.
"
