,0,1
1073,"<div class=""js-show-description-text""><p>Housed in a striking red contemporary structure, it’s easy to spot this ""Smokehouse"" from a distance. Inside, you’ll find an equally stylish décor—all clean lines and a modern farmhouse-chic vibe. Outside, families gravitate to the picnic tables, where children busy themselves with wood blocks while the adults nosh. This casual, <span>...</span></p></div>",
1074,"<div class=""js-show-description-text""><p></p><p>You won't have to wait in line any longer at this palace of seafood—thanks to a remodel there’s even more seating inside and out. Set in an industrial warehouse, the space features a nautical theme—painted buoys hang on the walls and seawater tanks are filled with crustaceans. Expect nothing less than a <span>...</span></p></div>",
1075,"<div class=""js-show-description-text""><p></p><p>Italian in name but Californian in spirit, Sociale is a go-to for comfort fare that blends the best of both worlds. Chef/owner Tia Harrison crafts wonders; creamy burrata over pumpkin purée and melt-in-your-mouth braised pork belly are just two winners. Dessert is a must; you’ll be hard-pressed to find <span>...</span></p></div>",
1076,"<div class=""js-show-description-text""><p></p><p>Set in one of San Francisco’s snazziest neighborhoods, Spruce draws a regular following of wealthy retirees and corporate types by day. Evenings bring couples out for date night. The dining room, with its cathedral-style ceilings and skylight, is masculine yet modern—think studded leather chairs and splashes of charcoal and <span>...</span></p></div>",
1077,"<div class=""js-show-description-text""><p></p><p>Innovative, serious and very well-established, Wakuriya successfully combines a deep respect for the kaiseki tradition with a contemporary touch. This is largely thanks to the lone chef behind the counter, Katsuhiro Yamasaki; his wife is the one so deftly managing and serving the dining room.<br/>It is located in a <span>...</span></p></div>",
1078,"<div class=""js-show-description-text""><p>Those who think that all sushi counters are stiff and unapologetically expensive should take a hard look at this easy-going iteration in Noe Valley. While the dining room is ideal for larger groups looking for casual à la carte items like maki, tempura, and sashimi, the well-tread counter is a <span>...</span></p></div>",
1079,"<div class=""js-show-description-text""><p></p><p>Landlubbers seeking a taste of the sea can be found pulling up a stool at this Castro institution, where waves of waiting diners spill out the doors. This tiny, minimally adorned space filled with old-fashioned charm is better for twosomes than groups.</p><p>While the menu may be petite, it’s <span>...</span></p></div>",
1080,"<div class=""js-show-description-text""><p></p><p>You won’t be able to miss this Puerto Rican favorite, recognizable by its grasshopper-green exterior and overflowing crowds of festive diners. In fact, their comida criolla is so popular that it’s taken over the block: a sister bodega does a booming takeout business, while gift store Conchita sells wares <span>...</span></p></div>",
1081,"<div class=""js-show-description-text""><p></p><p>Perched on the edge of Pacific Heights, this sleek Cal-Ital eatery draws a casual-chic neighborhood crowd. Dimly lit and inviting, its dining room boasts two particularly eye-catching appurtenances: a white marble bar with glamorous green swirls as well as a bright and vibrant open kitchen, abuzz with a youthful, <span>...</span></p></div>",
1082,"<div class=""js-show-description-text""><p></p><p>Whether they’re digging into a refreshing ensalada de nopales or sharing a platter of blue-corn tacos stuffed with spicy-smoky marinated fish, local couples and families with kids in tow adore this sustainable Mexican dining operation. Sister to Cal-cuisine icon Nopa, Nopalito is a thriving and equally beloved culinary favorite.<br/>The small, <span>...</span></p></div>",
1083,"<div class=""js-show-description-text""><p></p><p>Hilly Noe Valley is the perfect setting for this jewel of a sushi restaurant, so make your way inside to discover a bustling (read: energetic) vibe. The menu is thoroughly Japanese with a few Californian touches—think grilled shishito peppers tossed with crunchy daikon in a ponzu dressing.</p><p>Be sure <span>...</span></p></div>",
1084,"<div class=""js-show-description-text""><p></p><p>The word ""jūni” is Japanese for “twelve,” which also happens to be the number of seats available in this petite, omakase-only spot, housed just off the busy Divisadero corridor. Its segmented, L-shaped sushi bar ensures personalized attention from the trio of chefs, often led by Chef/owner Geoffrey Lee. They’re <span>...</span></p></div>",
1085,"<div class=""js-show-description-text""><p></p><p>This tiny, intensely personal restaurant from Chef/owner Melissa Perello has been a local hit from the get-go. Chic and always packed, it’s as perfect for a low-key date night as it is for dinner with the kids. And while reservations are nigh-impossible to score here, its astonishingly cozy setting <span>...</span></p></div>",
1086,"<div class=""js-show-description-text""><p></p><p>Che fico (“what a fig”) is Italian slang for “How cool!” And the sharply dressed crowd at this good-looking spot is indeed very cool—but they give quite a fig about landing a highly coveted reservation. If you’re not a celebrity or tech mogul with an inside line, expect to <span>...</span></p></div>",
1087,"<div class=""js-show-description-text""><p>Only the truly iron-willed will make it out of here without sampling at least one of the decadent, baklava-like treats on display in this sweet little space—and sample you should, as each oozes with delectable syrup and bright green pistachios shipped in from Turkey. A dessert from the case, paired <span>...</span></p></div>",
1088,"<div class=""js-show-description-text""><p></p><p>“Good eats” are promised right in the name of this homey restaurant on the outskirts of the Mission, and La Cocina alum Isabel Caudillo delivers. Her menu centers on guisados, the luscious slow-cooked stews of her native Mexico City. Whether you opt for piquant meatballs in chipotle sauce or <span>...</span></p></div>",
1089,"<div class=""js-show-description-text""><p>Belinda Leong and Michel Suas have long been recognized as Bay Area pastry royalty, so naturally this foray into sit-down dining (located next door to their much-acclaimed B. Patisserie) is a treat. To sweeten the pot even further, they tapped JP Carmona, formerly chef de cuisine at Manresa, to lead <span>...</span></p></div>",
1090,"<div class=""js-show-description-text""><p></p><p>An undying favorite of yuppies, families and tourists alike, A16 is known for rustic Italian cooking and a vast selection of delicious, unusual wines from all over the boot. Dinner reservations are indispensable, especially if you want one of the prime counter seats facing the open kitchen and wood-burning <span>...</span></p></div>",
1091,"<div class=""js-show-description-text""><p></p><p>Vegetables are the star of the menu at this bright blue oasis on busy Valencia Street, even though it adheres to a mostly pescatarian philosophy, with meat options also available on the side. Chef/owner Aaron London (a.k.a. AL) is wildly adept with the seasons’ bounty, making a dish of <span>...</span></p></div>",
1092,"<div class=""js-show-description-text""><p></p><p>In a bustling tech corridor that's also home to Indian expats with high culinary standards, Rasa has managed to find the perfect middle ground. No-joke dishes that aren't toned down for Western palates cater to both software execs and date-night couples, and though the bi-level space boasts a sleek, <span>...</span></p></div>",
1093,"<div class=""js-show-description-text""><p></p><p>One of the city of San Francisco's greats for rustic California-Italian meals, Delfina is nestled on a block of gems for food lovers, including Bi-Rite (and its creamery), Tartine Bakery and sister spot, Pizzeria Delfina. But even with this rarefied competition, Delfina continues to book well in advance and <span>...</span></p></div>",
1094,"<div class=""js-show-description-text""><p>Plan ahead to secure tickets to this intimate den, where there are just a handful of seats and dinner is served only four nights a week. Dining here is a singular experience—though simple, the room flaunts an impressive fiber piece from a local artisan, custom-made tableware, and other hand-hewn furnishings.<br/>Chef <span>...</span></p></div>",
1095,"<div class=""js-show-description-text""><p></p><p>Located around the corner from the epoch-making Fillmore Theater, The Progress is a creative expression of the  union between top flavors and unique textures. Its kitchen team continues to execute a tome of ingenious dishes that are, in contrast, presented simply and carefully. The restaurant is flanked by dining hot spots, but regulars <span>...</span></p></div>",
1096,"<div class=""js-show-description-text""><p></p><p>Welcome to the evolution of fine dining, where streams of plates are passed between guests in dim sum-style, and the supremely seasonal Californian cooking is always very good; even vibrant and surprising. You may not understand all of what you ordered at first, but prices are reasonable so pile <span>...</span></p></div>",
1097,"<div class=""js-show-description-text""><p>This ambitious concept started life as a pop-up, before taking up brick-and-mortar residence. The ground floor—where patrons are greeted amidst splashes of blue and white—gives way to a moody, monochromatic, and swanky upstairs.<br/>The impressive menu pays homage to Chef/owner Rodney Wages' experiences at some of the city’s most elite kitchens. This is a successfully <span>...</span></p></div>",
1098,"<div class=""js-show-description-text""><p>Tucked into SF’s hilly hinterlands, in a quiet enclave away from the hubbub of the urban center, this Bernal Heights retreat has the potential to be overlooked. But, thanks to the steady hand of Chef/owner Greg Lutes (whose eclectic seasonal cooking earned him many a fan at a series of <span>...</span></p></div>",
1099,"<div class=""js-show-description-text""><p></p><p>This local favorite always has a queue because everyone loves it—from tech bros in hoodies to families out for Sunday lunch. The jovial Miguel Jara runs this show—you may find him working the register or handing out roses to customers. Counter service makes it feel no-frills, but this is <span>...</span></p></div>",
1100,"<div class=""js-show-description-text""><p></p><p>Pleasant and homey with excellent modern cooking, there is little wonder why this dining room is always bustling. Book in advance and assume that the counter reserved for walk-ins is already overflowing for the night. The space itself is slender with tightly packed wood tables and furnishings; it would seem cramped <span>...</span></p></div>",
1101,"<div class=""js-show-description-text""><p></p><p>In keeping with its location on boutique-y Fillmore Street, The Snug reimagines the neighborhood bar in a very au courant context. Dark wood is subbed for sun-drenched white walls, big windows are lined with an array of house-made tinctures and visitors might even spot that rarest of SF species—children—alongside <span>...</span></p></div>",
1102,"<div class=""js-show-description-text""><p>This deservedly popular pizzeria is tucked into one of the Mission District's most trendy corners. Fittingly, diners will be able to thoroughly enjoy their time here people watching—either from the quaint outdoor area or from the big, glossy windows overlooking Valencia Street.<br/>The pizza (also available at the takeout window by <span>...</span></p></div>",
1103,"<div class=""js-show-description-text""><p></p><p>Respected veteran Chef Takatoshi Toshi has returned to his roots and taken over the reins to bring Novato locals hearty and affordable sushi. Don’t be surprised to see him behind the counter here, breaking down a whole salmon while making small talk with his neighbors. The space is simple, <span>...</span></p></div>",
1104,"<div class=""js-show-description-text""><p></p><p>This simple wood counter serves some of the area’s better nigiri, right from the corner of a mall in Japantown. Blink and you’ll miss it—Oma is about the size of a kiosk near the Webster Street exit.</p><p>Behind the counter, find Chef Wilson Chan deftly slicing each morsel before <span>...</span></p></div>",
1105,"<div class=""js-show-description-text""><p></p><p>At the hands of accomplished Chef Dominique Crenn, guests have rightly come to expect a thrilling meal inside her singular atelier, replete with lustrous combinations, a keen understanding of flavors and an impeccable sense of grace. Another exclusive hallmark of dining here is the deeply hospitable and exemplary staff. <span>...</span></p></div>",
1106,"<div class=""js-show-description-text""><p></p><p>This fine-dining dinner party has its origins as an underground phenom, but today anyone can try to score a seat, though the discreet entrance and clubhouse vibe still lend an air of sub rosa cool. Once you’ve tasted the no-holds-barred cooking, you’ll understand why the secret is out.<br/>The nightly <span>...</span></p></div>",
1107,"<div class=""js-show-description-text""><p></p><p>It may be located next to Chef Dominique Crenn’s notable Atelier Crenn, but Bar Crenn is a destination in its own right. Designed with an eye on Paris during Les Années Folles with a splash of speakeasy, this room is a flea market-chic amalgam of cozy lounge furniture, glinting <span>...</span></p></div>",
1108,"<div class=""js-show-description-text""><p>This pretty-as-a-picture location is perched on the edge of Precita Park (a veritable sliver of green on the North slope of Bernal Heights) and on the ground floor of a handsome slate-blue Victorian. On the inside, the design is rather spare, with all eyes solely focused on the carefully composed plates <span>...</span></p></div>",
1109,"<div class=""js-show-description-text""><p></p><p>Less mamacita and more Mother Earth, Gracias Madre is definitely not just another laid-back Mexican cantina. This is largely thanks to its strict sourcing standards (tortillas are made from scratch with heirloom corn) and wholesome plant-based food. Large portions showcase plenty of local produce, but that nacho cheese drizzled <span>...</span></p></div>",
1110,"<div class=""js-show-description-text""><p></p><p>At first glance, this stylish izakaya and sushi bar could be another in a line of similar places that dot the San Francisco landscape were it not for a major twist: everything on the menu is vegan. Purists and die-hard carnivores may scoff, but the food is exceptional, skillfully <span>...</span></p></div>",
1111,"<div class=""js-show-description-text""><p>This unobtrusive yet buzzy ramen house arrives courtesy of Chef Harold Jurado. His modest space displays a clean, streamlined décor, complete with rows of counter seats and a smattering of tables.<br/>The menu features Hawaiian favorites, like Spam musubi and pineapple-glazed grilled chicken; impeccably fresh ahi tuna poke; and of course, <span>...</span></p></div>",
1112,"<div class=""js-show-description-text""><p>At Kin Khao’s fashionable baby sister restaurant, tucked inside Hotel Kabuki, Chef/owner Pim Techamuanvivit infuses her bold, vibrant Thai cooking with a thoroughly modern Californian sensibility—sliced fresh stone fruit in a Massaman lamb curry, for instance. The result is delicious, elegantly composed food in an equally sleek setting.<br/>Kick things off <span>...</span></p></div>",
1113,"<div class=""js-show-description-text""><p></p><p>It’s always a fiesta at this lively spot on Cow Hollow’s main drag, where you’re as likely to find young families sharing a bowl of guac as you are Marina girls getting tipsy on mezcal margaritas. Patterned tiles, bright murals and chill beats create a modern vibe, and though <span>...</span></p></div>",
1114,"<div class=""js-show-description-text""><p></p><p>This petite Hayes Valley delight is packed nightly and yet nobody seems to care about its stream of crowds. Simply decked with a light-and-dark color scheme along with distressed wood, the room features a laid-back style and rustic-chic farmhouse vibe. It books out far in advance, so arrive early to score a seat <span>...</span></p></div>",
1115,"<div class=""js-show-description-text""><p>You can try the pan-fried baos, poke at the crispy green onion pancakes and sample the hand-pulled noodles, but please, read the room—and the awning that wraps around the building. This casual eatery excels in the delicate art of soup dumplings, which arrive with supple skins and spoonfuls of delicious <span>...</span></p></div>",
1116,"<div class=""js-show-description-text""><p></p><p>Located just behind a beautiful wooden door with a carved owl and in a prime Hayes Valley location, Nightbird invites you into its nest with a small and sleek dining room. If you arrive early, don’t miss a delicious craft cocktail at their sibling spot next door, Linden Bar, <span>...</span></p></div>",
1117,"<div class=""js-show-description-text""><p></p><p>Chef Corey Lee’s take on timeless bistro cuisine is as sleek and striking as the space it’s served in. Fit for the cover of a magazine, this black-and-white dining room’s minimalist, yet intimate décor is trumped only by its pièce de résistance: an exhibition kitchen where you’ll find the <span>...</span></p></div>",
1118,"<div class=""js-show-description-text""><p></p><p>Forty years young and still thriving as if it were newborn, locals and visitors remain drawn to this SF institution. Famous for its laid-back California vibe and great, locally sourced eats, this iconic space embraces its unique shape, and is styled with bold artwork-covered walls, a copper bar and <span>...</span></p></div>",
1119,"<div class=""js-show-description-text""><p></p><p>Trust is the name of the game at Robin, a hip sushi-focused destination, where no menu is ever presented. Instead, guests happily submit themselves to the very capable skills of Chef Adam Tortosa and eagerly await his modern take on omakase. This kitchen’s decadent vision includes lots of elite <span>...</span></p></div>",
1120,"<div class=""js-show-description-text""><p></p><p>One should be so lucky to call Octavia their neighborhood spot. Swarming with locals from lower Pacific Heights, this pretty little dame is tucked among the Victorians that line the street. Sunlight streaming in through the windows lights up its reclaimed wood floors, while an open kitchen hums with activity.<br/>Culinary idol Chef/owner <span>...</span></p></div>",
1121,"<div class=""js-show-description-text""><p></p><p>At once playful and profoundly earnest, this privileged playpen is adored by the Bay Area's elite. The studied cool of the kitchen extends to its high dollar crowd; and the striking warehouse setting, blending rusticity with refinement, echoes the culinary approach—centered around the use of a live fire.<br/>The kitchen, headed by culinary director Paul Chung <span>...</span></p></div>",
1122,"<div class=""js-show-description-text""><p></p><p>Masaki Sasaki is well known among Bay Area sushi enthusiasts, having worked at a number of the area’s top spots. He’s finally settled into his own restaurant, housed on the ground floor of a quaint Mission Victorian. With only 12 seats at the counter, reservations are a must, but <span>...</span></p></div>",
1123,"<div class=""js-show-description-text""><p></p><p>As the name implies, two ingredients create a world of possibilities at this always-packed Mission hot spot. Neapolitan pizzas and handmade pastas (like al dente garganelli with whole-grain mustard and braised pork) will have you sighing after each bite, and a selection of more traditional mains (such as seared <span>...</span></p></div>",
1124,"<div class=""js-show-description-text""><p></p><p>Annie Somerville’s legacy of California cooking continues at this wholesome spot that's been around since 1979. Still, vibrant cuisine abounds, with a light touch and slight global inspiration. Brunch draws a crowd, so be prepared to wait for perfectly fried eggs over griddled potato cakes. Vegetarians and carnivores will rejoice <span>...</span></p></div>",
1125,"<div class=""js-show-description-text""><p></p><p>Sri Lankan flavors infuse the dishes at this quiet winner, which also employs Western ingredients to arrive at its very own delicious concoctions. For a more extensive exploration of this island nation’s cuisine, go for the tasting menu. Or, lean untraditional with the lamprais, perhaps a French bacon-wrapped rabbit <span>...</span></p></div>",
1126,"<div class=""js-show-description-text""><p></p><p>Hipster-friendly and Mission-approved, this is an instant hit for everyone from early happy hour drinkers through late-night snackers. Sidle up to the custom bay laurel bar for delicious (if pricey) cocktails made with unique liquors like gooseberry brandy. The menu focuses on small plates of refined comfort food, as <span>...</span></p></div>",
1127,"<div class=""js-show-description-text""><p></p><p>Delicate izakaya cuisine with a produce-centric NorCal sensibility awaits at this Japanese sanctum, where wood-framed booths crafted from redwood wine casks and a Hinoki cedar bar create a serene setting.<br/>The kitchen transforms even the most humble dishes into works of art. Starters like teba no karaage, or crispy chicken wings <span>...</span></p></div>",
1128,"<div class=""js-show-description-text""><p></p><p>A chic and sleek crowd of area foodies gathers at this trendy restaurant, nestled in a complex and right beside sister shop/deli Salumeria (by night it transforms for private parties), cocktail bar Trick Dog and coffee shop Sightglass. Wend your way to the central courtyard, with a trickling fountain <span>...</span></p></div>",
1129,"<div class=""js-show-description-text""><p></p><p>For enticing Thai flavors in a charming setting, this  gem is hard to beat—boasting a dedicated following among the young techies and families who reside in this area's industrial lofts. The space is eclectic with art installations and flower arrangements that spin to the seasons. It’s the kind of affordable <span>...</span></p></div>",
1130,"<div class=""js-show-description-text""><p></p><p>Having settled into its new digs in the cultural mecca that is SoMa, diners now make their way through the front door (read: metal gate) and down a rather sexy, lantern-lit ramp to arrive at this temple of culinary fusion. And it is within this upscale arena that Chef Val M. Cantu, who <span>...</span></p></div>",
1131,"<div class=""js-show-description-text""><p></p><p>With its air of old-world sophistication, this is the kind of establishment where one dresses for dinner, and celebrants of a certain age are happy to splurge. The room feels embellished yet comfortable, with vaulted wood-beamed ceilings, warm orange walls and contemporary paintings.<br/>Chef Suzette Gresham's menus promise expertise and <span>...</span></p></div>",
1132,"<div class=""js-show-description-text""><p>This modern North African supper club, which offers live cirque performances along with prix-fixe dinners on weekends, makes a fun, chill refuge for a meal with friends come weekdays. Drinks however are a priority here all week long; and not unlike their ace cocktails, Palestinian plus Moroccan wines pair perfectly <span>...</span></p></div>",
1133,"<div class=""js-show-description-text""><p></p><p>After working at a number of SF’s top restaurants, veteran sommelier Paul Einbund has settled down at this neighborhood charmer in the Mission, named for his father. Unsurprisingly, The Morris boasts a selection of wine, top-notch cocktails and a sophisticated, craveable comfort-food menu.</p><p>Quell your hunger with slices of Tartine <span>...</span></p></div>",
1134,"<div class=""js-show-description-text""><p>Husband and wife team, Hyunyoung and Junsoo Bae, have ample fine-dining experience, but were inspired to strike out on their own to fill what they saw as a void in SF's Korean restaurant scene. The result is this tasting menu that draws upon the same nation's flavors, but sets itself <span>...</span></p></div>",
1135,"<div class=""js-show-description-text""><p></p><p>Thanks to its modern setting and late hours (by San Mateo standards, at least), a growing crowd of smart couples and tech types flock to this San Mateo sweetie. Everyone is here for the authentic Italian eats from Chef/co-owner Andrea Giuliani, who dishes up the cuisine of his native Veneto.<br/>The dining <span>...</span></p></div>",
1136,"<div class=""js-show-description-text""><p></p><p>This vast space is actually a 1910 firehouse replete with curving architecture, a beautiful bar and stairs that lead up to private rooms. The environment may seem upscale and contemporary, but don’t be afraid to bring the kids—crayons and paper cover the tablecloth and they just might score a <span>...</span></p></div>",
1137,"<div class=""js-show-description-text""><p></p><p>Reservations may be hard to secure, but rest assured that it is completely worth the effort to dine here. This is a dining room cherished by expats yearning for a taste of home as well as sushi purists snapping iPhone shots faster than you can say “omakase.” The setting is <span>...</span></p></div>",
1138,"<div class=""js-show-description-text""><p></p><p>Like a bracelet glittering with different jewels, All Spice is home to a bevy of vibrant dining rooms, made extra colorful with artwork and sparkling chandeliers. It’s a delightful blend of old-school charm and contemporary verve that appeals to a sophisticated crowd. They’re usually here to catch up with <span>...</span></p></div>",
1139,"<div class=""js-show-description-text""><p></p><p>This tiny spot is the perfect sojourn before or after a visit to the Monterey Bay Aquarium, thanks to its delectable and affordable Mediterranean food and friendly service. A diminutive and humble place, it has only six tables, but the chef/owner provides a warm welcome, recommending favorite items before <span>...</span></p></div>",
1140,"<div class=""js-show-description-text""><p></p><p>The name and exterior of this ""factory” can be deceptive as it is pretty damn elegant, if even a bit stodgy on the inside. Imagine silk curtains, monogrammed seatbacks and other ornate touches, including a glassed-in greenhouse “conservatory.” If that’s not enough, white tablecloths, silver chargers and a menu <span>...</span></p></div>",
1141,"<div class=""js-show-description-text""><p>This buzzy dim sum restaurant may call the heart of Ghirardelli Square home, but it is hardly a spot just for tourists. The gorgeous, exotic space is fitted out with colorful light fixtures splashed with Chinese characters, delicate tiled murals, and flickering candle tea warmers.<br/>More substantial dishes like Ibérico pork char <span>...</span></p></div>",
1142,"<div class=""js-show-description-text""><p></p><p>This little ramen shop is the first in the U.S.A. from the chef behind the highly popular Tokyo outposts, and its wait times are nothing short of epic—even in queue-crazed San Francisco. No matter how early you arrive, snagging one of the 28 communal seats is at least a <span>...</span></p></div>",
1143,"<div class=""js-show-description-text""><p></p><p>This up-and-comer in the sleek Proper hotel has style to spare—from its polished checkerboard floors all the way up to the floor-to-ceiling library shelves behind the stunning bar. No detail is too small here, especially those heavy etched glasses that hold complimentary sparkling water, and the smart shirts donned <span>...</span></p></div>",
1144,"<div class=""js-show-description-text""><p></p><p>There are no yachts to be found at its current Mission residence, but hordes of locals and enthusiasts remain quite eager to book passage on Liholiho's love boat. Fusing Californian technique with the flavors of Chef/owner Ravi Kapur’s native Hawaii, this earthy, bustling, and airy space is known for <span>...</span></p></div>",
1145,"<div class=""js-show-description-text""><p></p><p>Live fire is of the essence at this high-ceilinged and elegantly appointed dining room. Exposed brick walls ringed by celadon-green banquettes, rustic hardwood floors, and a stunning open kitchen with emerald, turquoise, and jade hues are some of the decorative touches; while hanging meats, bones, and that spire of smoke above the coals lend an inviting, <span>...</span></p></div>",
1146,"<div class=""js-show-description-text""><p></p><p>The elite meet to eat at this throwback favorite, which has been hosting the crème de la crème of the city (and its visitors) since the 90s. Set near Ghirardelli Square in Fisherman’s Wharf, it features two lovely wood-paneled dining rooms and a small, bustling bar, all of them <span>...</span></p></div>",
1147,"<div class=""js-show-description-text""><p>A shiny gold door welcomes you to Niku, a buzzy, ultra-luxe steakhouse in the Design District, courtesy of the Omakase Restaurant Group. Executive Chef Dustin Falcon helms the kitchen, where pristine cuts of top shelf Japanese beef share screen time with hearty American cuts—the red hot binchotan coals create dream-worthy <span>...</span></p></div>",
1148,"<div class=""js-show-description-text""><p></p><p>Iberian flavors and Cali-cool join forces at this Spanish stunner, where legs of the namesake jamón ibérico de Bellota hang in a central glass case. They’re flanked by a sumptuous exhibition kitchen framed in bronze and hand-painted tiles, as well as a glamorous U-shaped bar. Chic professionals (some of <span>...</span></p></div>",
1149,"<div class=""js-show-description-text""><p></p><p>This swanky spot in the Hotel Bijou is truly a tale of two cities—while the Tenderloin-bordering exterior is unassuming, the shimmering interior is a Gatsby-worthy altar of Deco glamour. But look beyond the ornate ceilings and aquamarine banquettes, and you’ll find a menu that revolves around live-fire cooking on <span>...</span></p></div>",
1150,"<div class=""js-show-description-text""><p></p><p>Tucked into an alcove of the unprepossessing Parc 55 hotel, this restaurant won’t win any awards in the décor department—it’s spare and casual, with tables set with chopstick canisters and bowls of chili oil. But when it comes to delivering authentically layered, fiery Thai flavor with a produce-driven northern <span>...</span></p></div>",
1151,"<div class=""js-show-description-text""><p></p><p>If you’ve got eyes for pies, you’ll want to make a beeline to this chic and simple Italian hot spot. The open space is centered around a big, blazing oven and crowds arrive early to score every last no-reservations seat.</p><p>Del Popolo may have gotten its start as a <span>...</span></p></div>",
1152,"<div class=""js-show-description-text""><p></p><p>Can’t afford to indulge in the exquisite sushi at Omakase? Consider heading to its next-door little sib, where the fish is still top-notch (it’s all sourced from Japan) but the atmosphere is more laid-back. Okane draws lots of nearby Adobe and Zynga employees at lunch and big groups at <span>...</span></p></div>",
1153,"<div class=""js-show-description-text""><p></p><p>True, the vibe is friendly and the location is convenient for tech entrepreneurs, but superb Edomae sushi is the real reason why Omakase is always full. Ergo, reservations are required and punctuality is a must. The kimono-clad servers strain to place dishes in front of diners, who usually sit <span>...</span></p></div>",
1154,"<div class=""js-show-description-text""><p></p><p>One of the city’s high-profile hangouts, this is the third effort from the team behind Marlowe and Park Tavern. Everything here has a British bent, echoed in the hunting-lodge-gone-sophisticated décor with red-and-blue walls accented by taxidermied trophies and tufted banquettes. Across-the-pond classics have Californian twists like a deep-fried Scotch <span>...</span></p></div>",
1155,"<div class=""js-show-description-text""><p></p><p>Everyone at this inviting space is warmly professional, including the eager and well-paced staff. Add in the mature, stylish crowd and architecturally detailed dining room (a hybrid between your grandmother’s home and an art gallery with its black-and-cream palette, leather seating and vintage chandeliers) and you’ll be counting down the days until <span>...</span></p></div>",
1156,"<div class=""js-show-description-text""><p>This restaurant is the crowning jewel to ONE65, the Financial District’s six-floor edifice to fine French cuisine. With a bakery, bistro and bar right below it, the dining room begins on the fifth floor—where you’ll find a modern design focused on the four elements and featuring cozy grey banquettes. Just <span>...</span></p></div>",
1157,"<div class=""js-show-description-text""><p></p><p>This restaurant is divided into two equally lively spaces: a bar packed with millennials drinking Italian vino while nibbling crostini; and a dressier dining room where a sophisticated crowd settles in for a multi-course meal. Others may choose to venture into the heated outdoor patio to sip rosé and watch <span>...</span></p></div>",
1158,"<div class=""js-show-description-text""><p></p><p>The breadth and complexity of Indian cuisine gets its due at this tasteful retreat, tucked into a posh hotel just steps from the luxury boutiques of Union Square. Attired in a soft palette of cream and white, with a striking central glass light fixture, it's a smooth showcase for <span>...</span></p></div>",
1159,"<div class=""js-show-description-text""><p></p><p>The simple pleasures of tacos and beer get taken to the next level at this laid-back spot, where hand-ground, hand-griddled blue corn tortillas star on every corner of the menu, and craft brews leave Corona in the dust. With just one chef and one bartender, the service is nonetheless <span>...</span></p></div>",
1160,"<div class=""js-show-description-text""><p></p><p>Though it has the feel of a chichi private club, this attractive restaurant is open to all—provided they can live up to the style standards set by its fan base of tech tycoons and ladies-who-lunch. Draw your eyes away from those sleek wheels in the parking lot, and head <span>...</span></p></div>",
1161,"<div class=""js-show-description-text""><p></p><p>Zero Zero may be named for the flour used in its pies, but it is so much more than a pizzeria. While the Castro topped with mozzarella and soppressata is delicious, this casual spot offers far more than just a good slice. At lunch, its bi-level space is packed <span>...</span></p></div>",
1162,"<div class=""js-show-description-text""><p></p><p>Chef/owner Brandon Jew makes San Francisco's iconic Chinatown a destination-worthy enclave with his long-loved and consistently impressive dining hall.<br/>Mister Jiu’s is bright, airy, and fitted out with dramatic brass lotus chandeliers that hang overhead. Food is served family style, thereby making it ideal for groups, but solo diners can rest easy <span>...</span></p></div>",
1163,"<div class=""js-show-description-text""><p></p><p>Be sure to pay attention to your surroundings as you are likely to walk right past this secret gem. Sans signage, it may look like a typical sushiya from the outside, but appearances are deceptive and the food offered here is in fact mighty popular. Those planning on dining in will want to make a <span>...</span></p></div>",
1164,"<div class=""js-show-description-text""><p>For decades, this iconic location housed one of Chinatown’s most storied banquet halls. After sitting idle for years, the stylish space has been renovated and revitalized—ready for a new chapter under Chef Ho Chee Boon. As the former international executive chef of Hakkasan restaurants, his talent for dishing out refined, <span>...</span></p></div>",
1165,"<div class=""js-show-description-text""><p></p><p>Some like it hot, and here they are in heaven. Be forewarned: timid palates should steer clear of the super-spicy Sichuan dishes that have made Z &amp; Y a Chinatown smash hit. Nearly every dish is crowned with chilies, from the huge mound of dried peppers that rests atop <span>...</span></p></div>",
1166,"<div class=""js-show-description-text""><p></p><p>Café Jacqueline is a restaurant from another time, but for those who appreciate its eccentricities, it’s a total treasure. Savory and sweet soufflés big enough for two make up the entirety of the menu, but getting one requires endurance.<br/>Reservations are by phone only, though the staff rarely answers, and <span>...</span></p></div>",
1167,"<div class=""js-show-description-text""><p>In SF's dizzyingly expensive dining landscape, this hot spot offering a three-course menu for under $40, is an incredible steal—provided you’re willing to sacrifice freedom of choice. The two options for each course spin with the season: your repast may feature a creamy heirloom tomato soup with thyme oil, followed <span>...</span></p></div>",
1168,"<div class=""js-show-description-text""><p></p><p>This glamorous outpost at the base of the PacBell building introduces the unique soul and spirit of Chef/owner Mourad Lahlou’s eponymous restaurant. The neighborhood's food-obsessed techies along with a host of tourists flock to this boldly designed space, replete with soaring ceilings, glowing central columns and a superb (suspended) wine <span>...</span></p></div>",
1169,"<div class=""js-show-description-text""><p></p><p>Benu is an oasis in the heart of the city. The mandatory stroll through the courtyard not only sets the mood, but also offers insight into the meal to come. Peruse the onggi pots with fermenting ingredients you'll later find on your plate and glimpse the kitchen hard at work. <span>...</span></p></div>",
